id,phoneNumbers,locations,likes,newProperty
162,143153,B,KBtDu,
164,355366,J,wZpEP,
166,34513535,D,QApeX,
168,34513535,D,QApeX,
170,143153,B,KBtDu,
174,2341564,F,DQhGN,
175,34513535,D,QApeX,3
176,3452421,E,mwzFP,
178,3452352352,G,tkcdq,
180,3425342,K,,
182,3425342,K,wZpEP,
184,34513535,D,QApeX,
186,2341564,F,DQhGN,
188,34513535,D,QApeX,
189,143153,B,KBtDu,1
192,352432,C,Qzata,
194,3425145,A,fJqwU,
196,355366,J,wZpEP,
198,2341564,F,DQhGN,
200,3452352352,G,tkcdq,
203,3425342,K,wZpEP,10
204,32465423446,H,eNsaN,
206,3452421,E,mwzFP,
208,32465423446,H,eNsaN,
210,32465423446,H,eNsaN,
212,2341564,F,DQhGN,
214,3422623,I,mbHtn,
217,3452352352,G,tkcdq,6
218,32465423446,H,eNsaN,
220,143153,B,KBtDu,
222,352432,C,Qzata,
224,2341564,F,DQhGN,
226,3452352352,G,tkcdq,
228,3422623,I,mbHtn,
230,355366,J,wZpEP,
231,3425145,A,fJqwU,0
232,3452421,E,mwzFP,
234,3452421,E,mwzFP,
236,143153,B,KBtDu,
238,3425342,K,wZpEP,
240,2341564,F,DQhGN,
244,34513535,D,QApeX,
245,3422623,I,mbHtn,8
246,143153,B,KBtDu,
248,32465423446,H,eNsaN,
250,32465423446,H,eNsaN,
252,355366,J,wZpEP,
254,3422623,I,mbHtn,
256,3422623,I,mbHtn,
258,3452352352,G,tkcdq,
259,352432,C,Qzata,2
260,3425145,A,fJqwU,
262,3452421,E,mwzFP,
264,32465423446,H,eNsaN,
266,32465423446,H,eNsaN,
268,3422623,I,mbHtn,
270,3452352352,G,tkcdq,
272,3425342,K,wZpEP,
273,3452352352,G,tkcdq,6
274,3425342,K,wZpEP,
276,2341564,F,DQhGN,
278,3425342,K,wZpEP,
280,355366,J,wZpEP,
282,352432,C,Qzata,
286,3422623,I,mbHtn,
287,3452421,E,mwzFP,4
288,352432,C,Qzata,
290,32465423446,H,eNsaN,
292,3452421,E,mwzFP,
294,34513535,D,QApeX,
296,3452421,E,mwzFP,
298,3425145,A,fJqwU,
300,355366,J,wZpEP,
301,3422623,I,mbHtn,8
302,352432,C,Qzata,
304,32465423446,H,eNsaN,
306,3425342,K,wZpEP,
308,3425145,A,fJqwU,
310,352432,C,Qzata,
312,3422623,I,mbHtn,
314,355366,J,wZpEP,
315,3452421,E,mwzFP,4
316,3452421,E,mwzFP,
318,143153,B,KBtDu,
320,143153,B,KBtDu,
324,143153,B,KBtDu,
326,352432,C,Qzata,
328,2341564,F,DQhGN,
329,,,,6
330,3452352352,G,tkcdq,
332,143153,B,KBtDu,
334,3422623,I,mbHtn,
336,3422623,I,mbHtn,
338,352432,C,Qzata,
340,3425342,K,wZpEP,
342,34513535,D,QApeX,
343,3425342,K,wZpEP,10
344,3425342,K,wZpEP,
346,34513535,D,QApeX,
348,34513535,D,QApeX,
350,3425145,A,fJqwU,
352,3452352352,G,tkcdq,
354,3422623,I,mbHtn,
357,34513535,D,QApeX,3
358,34513535,D,QApeX,
360,3422623,I,mbHtn,
362,3422623,I,mbHtn,
364,3452352352,G,tkcdq,
366,3452421,E,mwzFP,
368,355366,J,wZpEP,
370,2341564,F,DQhGN,
371,3425342,K,wZpEP,10
372,3422623,I,mbHtn,
376,355366,J,wZpEP,
378,143153,B,KBtDu,
380,2341564,F,DQhGN,
382,3425342,K,wZpEP,
385,3422623,I,mbHtn,8
386,143153,B,KBtDu,
388,34513535,D,QApeX,
390,352432,C,Qzata,
392,352432,C,Qzata,
394,32465423446,H,eNsaN,
396,143153,B,KBtDu,
398,3452421,E,mwzFP,
399,3452352352,G,tkcdq,6
400,352432,C,Qzata,
402,3425342,K,wZpEP,
404,32465423446,H,eNsaN,
406,3422623,I,mbHtn,
408,34513535,D,QApeX,
410,3425145,A,fJqwU,
412,355366,J,wZpEP,
413,32465423446,H,eNsaN,7
414,3425342,K,wZpEP,
418,34513535,D,QApeX,
420,32465423446,H,eNsaN,
422,3422623,I,mbHtn,
424,355366,J,wZpEP,
427,352432,C,Qzata,2
428,34513535,D,QApeX,
430,32465423446,H,eNsaN,
432,3425145,A,fJqwU,
434,3452352352,G,tkcdq,
436,34513535,D,QApeX,
438,34513535,D,QApeX,
440,3452421,E,mwzFP,
441,3422623,I,mbHtn,8
442,32465423446,H,eNsaN,
444,34513535,D,QApeX,
448,3452421,E,mwzFP,
450,2341564,F,DQhGN,
452,3425342,K,wZpEP,
454,352432,C,Qzata,
455,34513535,D,QApeX,3
456,3422623,I,mbHtn,
458,3425145,A,fJqwU,
460,143153,B,KBtDu,
462,3452421,E,mwzFP,
464,32465423446,H,eNsaN,
466,32465423446,H,eNsaN,
468,352432,C,Qzata,
469,143153,B,KBtDu,1
470,3425342,K,wZpEP,
472,3452352352,G,tkcdq,
474,3452352352,G,tkcdq,
476,3422623,I,mbHtn,
478,3422623,I,mbHtn,
480,32465423446,H,eNsaN,
482,352432,C,Qzata,
483,355366,J,wZpEP,9
484,355366,J,wZpEP,
486,3452421,E,mwzFP,
488,352432,C,Qzata,
490,352432,C,Qzata,
492,3425145,A,fJqwU,
494,2341564,F,DQhGN,
496,3452421,E,mwzFP,
497,34513535,D,QApeX,3
498,3452421,E,mwzFP,
500,32465423446,H,eNsaN,
502,3425342,K,wZpEP,
508,352432,C,Qzata,
510,2341564,F,DQhGN,
511,143153,B,KBtDu,1
512,3425342,K,,
514,3422623,I,mbHtn,
516,2341564,F,DQhGN,
518,34513535,D,QApeX,
520,352432,C,Qzata,
522,143153,B,KBtDu,
524,34513535,D,QApeX,
525,355366,J,wZpEP,9
526,34513535,D,QApeX,
528,3425342,K,wZpEP,
530,3422623,I,mbHtn,
532,3425145,A,fJqwU,
534,3452421,E,mwzFP,
536,3425342,K,wZpEP,
538,34513535,D,QApeX,
539,3425342,K,wZpEP,10
542,3452421,E,mwzFP,
544,143153,B,KBtDu,
546,3422623,I,mbHtn,
548,352432,C,Qzata,
552,34513535,D,QApeX,
553,3452421,E,mwzFP,4
554,3452421,E,mwzFP,
556,143153,B,KBtDu,
558,143153,B,KBtDu,
560,3425342,K,wZpEP,
562,2341564,F,DQhGN,
564,3452352352,G,tkcdq,
566,3452352352,G,tkcdq,
567,143153,B,KBtDu,1
568,3425342,K,wZpEP,
570,355366,J,wZpEP,
572,3422623,I,mbHtn,
574,143153,B,KBtDu,
576,34513535,D,QApeX,
578,3452421,E,mwzFP,
581,143153,B,KBtDu,1
582,3452352352,G,tkcdq,
584,3425342,K,wZpEP,
586,32465423446,H,eNsaN,
588,352432,C,Qzata,
590,3452352352,G,tkcdq,
594,2341564,F,DQhGN,
595,3425342,K,wZpEP,10
596,3425145,A,fJqwU,
598,3425145,A,fJqwU,
600,34513535,D,QApeX,
602,3425342,K,,
604,143153,B,KBtDu,
606,34513535,D,QApeX,
608,34513535,D,QApeX,
609,2341564,F,DQhGN,5
610,3422623,I,mbHtn,
612,355366,J,,
614,143153,B,KBtDu,
616,34513535,D,QApeX,
622,34513535,D,QApeX,
623,3425342,K,wZpEP,10
624,2341564,F,DQhGN,
626,34513535,D,QApeX,
628,3422623,I,mbHtn,
630,3422623,I,mbHtn,
632,3452352352,G,tkcdq,
634,352432,C,Qzata,
636,3452421,E,mwzFP,
637,3452352352,G,tkcdq,6
638,3425145,A,fJqwU,
640,3452421,E,mwzFP,
642,3422623,I,mbHtn,
644,3452421,E,mwzFP,
646,143153,B,KBtDu,
648,2341564,F,DQhGN,
650,2341564,F,DQhGN,
651,3425342,K,wZpEP,10
652,3425145,A,fJqwU,
654,3425145,A,fJqwU,
658,3452421,E,mwzFP,
660,34513535,D,QApeX,
664,352432,C,Qzata,
665,,,,10
666,355366,J,wZpEP,
668,3422623,I,mbHtn,
670,355366,J,wZpEP,
672,3422623,I,mbHtn,
674,143153,B,KBtDu,
676,2341564,F,DQhGN,
678,352432,C,Qzata,
679,2341564,F,DQhGN,5
680,32465423446,H,eNsaN,
682,3452352352,G,tkcdq,
686,34513535,D,QApeX,
688,3452421,E,mwzFP,
690,3425145,A,fJqwU,
692,3452421,E,mwzFP,
693,3452421,E,mwzFP,4
694,143153,B,KBtDu,
696,2341564,F,DQhGN,
698,352432,C,Qzata,
700,3425145,A,fJqwU,
704,3425145,A,fJqwU,
706,3425342,K,wZpEP,
707,3422623,I,mbHtn,8
708,34513535,D,QApeX,
710,355366,J,wZpEP,
712,143153,B,KBtDu,
714,32465423446,H,eNsaN,
716,32465423446,H,eNsaN,
718,34513535,D,QApeX,
720,32465423446,H,eNsaN,
721,3425145,A,fJqwU,0
722,3452421,E,mwzFP,
724,3425145,A,fJqwU,
726,3425145,A,fJqwU,
728,352432,C,Qzata,
730,32465423446,H,eNsaN,
732,34513535,D,QApeX,
734,3425342,K,wZpEP,
735,355366,J,wZpEP,9
738,355366,J,wZpEP,
740,143153,B,KBtDu,
742,3425342,K,wZpEP,
744,3425342,K,wZpEP,
746,3425145,A,fJqwU,
748,143153,B,KBtDu,
749,3452421,E,mwzFP,4
750,3425342,K,wZpEP,
752,34513535,D,QApeX,
754,3452352352,G,tkcdq,
756,3452421,E,mwzFP,
758,2341564,F,DQhGN,
760,3452421,E,mwzFP,
762,3422623,I,mbHtn,
763,3425342,K,,10
764,352432,C,Qzata,
766,32465423446,H,eNsaN,
768,3452352352,G,tkcdq,
770,32465423446,H,eNsaN,
772,3425342,K,wZpEP,
774,143153,B,KBtDu,
776,3425342,K,wZpEP,
777,3452421,E,mwzFP,4
778,34513535,D,QApeX,
780,2341564,F,DQhGN,
782,355366,J,wZpEP,
784,3452352352,G,tkcdq,
786,3425342,K,wZpEP,
790,34513535,D,QApeX,
791,355366,J,wZpEP,9
792,32465423446,H,eNsaN,
794,34513535,D,QApeX,
796,143153,B,KBtDu,
798,3452352352,G,tkcdq,
800,3425342,K,wZpEP,
802,3425145,A,fJqwU,
804,2341564,F,DQhGN,
805,143153,B,KBtDu,1
808,32465423446,H,eNsaN,
810,2341564,F,DQhGN,
812,143153,B,KBtDu,
814,3422623,I,mbHtn,
816,3425342,K,wZpEP,
818,143153,B,KBtDu,
819,3452421,E,mwzFP,4
820,3425145,A,fJqwU,
822,34513535,D,QApeX,
824,3425342,K,wZpEP,
826,3452421,E,mwzFP,
828,355366,J,wZpEP,
830,32465423446,H,eNsaN,
832,3422623,I,mbHtn,
833,,,,3
834,143153,B,KBtDu,
838,3425342,K,wZpEP,
840,352432,C,Qzata,
842,3422623,I,mbHtn,
846,32465423446,H,eNsaN,
847,34513535,D,QApeX,3
848,3452421,E,mwzFP,
850,2341564,F,DQhGN,
852,3425342,K,wZpEP,
854,143153,B,KBtDu,
856,2341564,F,DQhGN,
858,143153,B,KBtDu,
861,3425145,A,fJqwU,0
862,3452421,E,mwzFP,
864,34513535,D,QApeX,
866,2341564,F,DQhGN,
868,355366,J,wZpEP,
870,3422623,I,mbHtn,
872,3425342,K,wZpEP,
874,3452352352,G,tkcdq,
875,3425145,A,fJqwU,0
876,2341564,F,DQhGN,
878,352432,C,Qzata,
880,3452421,E,mwzFP,
882,352432,C,Qzata,
884,3425145,A,fJqwU,
886,3422623,I,mbHtn,
888,34513535,D,QApeX,
889,355366,J,wZpEP,9
890,3452352352,G,tkcdq,
892,352432,C,Qzata,
894,3422623,I,mbHtn,
896,352432,C,Qzata,
898,3425145,A,fJqwU,
900,355366,J,wZpEP,
902,352432,C,Qzata,
903,3425342,K,,10
904,3425145,A,fJqwU,
908,34513535,D,QApeX,
910,352432,C,Qzata,
912,3452352352,G,tkcdq,
914,3452421,E,mwzFP,
916,3425145,A,fJqwU,
917,32465423446,H,eNsaN,7
920,3425145,A,fJqwU,
922,32465423446,H,eNsaN,
924,34513535,D,QApeX,
926,34513535,D,QApeX,
928,3422623,I,mbHtn,
930,352432,C,Qzata,
931,,,,1
932,3452421,E,mwzFP,
934,32465423446,H,eNsaN,
936,355366,J,wZpEP,
938,3452352352,G,tkcdq,
940,143153,B,KBtDu,
942,2341564,F,DQhGN,
944,2341564,F,DQhGN,
945,3422623,I,mbHtn,8
946,3425145,A,fJqwU,
948,34513535,D,QApeX,
950,3425342,K,wZpEP,
952,352432,C,Qzata,
954,34513535,D,QApeX,
956,34513535,D,QApeX,
958,2341564,F,DQhGN,
959,34513535,D,QApeX,3
960,32465423446,H,eNsaN,
962,3422623,I,mbHtn,
964,143153,B,KBtDu,
966,34513535,D,QApeX,
968,2341564,F,DQhGN,
972,2341564,F,DQhGN,
973,3452421,E,mwzFP,4
974,3452421,E,mwzFP,
976,3425342,K,wZpEP,
978,32465423446,H,eNsaN,
982,2341564,F,DQhGN,
984,3425145,A,fJqwU,
986,3452421,E,mwzFP,
987,3452352352,G,tkcdq,6
988,3452421,E,mwzFP,
990,355366,J,wZpEP,
992,3425342,K,wZpEP,
994,3425145,A,fJqwU,
996,3422623,I,mbHtn,
998,3452421,E,mwzFP,
1000,34513535,D,QApeX,
1001,34513535,D,QApeX,3
1002,3425145,A,fJqwU,
1004,3422623,I,mbHtn,
1006,3452352352,G,tkcdq,
1008,32465423446,H,eNsaN,
1010,355366,J,wZpEP,
1012,32465423446,H,eNsaN,
1014,3425145,A,fJqwU,
1015,2341564,F,DQhGN,5
1016,3452352352,G,tkcdq,
1018,2341564,F,DQhGN,
1020,3425145,A,fJqwU,
1022,352432,C,Qzata,
1026,355366,J,wZpEP,
1028,3422623,I,mbHtn,
1029,3452352352,G,tkcdq,6
1030,3452421,E,mwzFP,
1032,3422623,I,mbHtn,
1034,3452421,E,mwzFP,
1036,352432,C,Qzata,
1038,2341564,F,DQhGN,
1042,3425342,K,wZpEP,
1043,352432,C,Qzata,2
1044,143153,B,KBtDu,
1046,2341564,F,DQhGN,
1048,3452421,E,mwzFP,
1050,3422623,I,mbHtn,
1052,3425342,K,wZpEP,
1054,3422623,I,mbHtn,
1056,3452421,E,mwzFP,
1057,355366,J,wZpEP,9
1058,143153,B,KBtDu,
1060,3452421,E,mwzFP,
1062,355366,J,wZpEP,
1066,355366,J,wZpEP,
1068,352432,C,Qzata,
1070,2341564,F,DQhGN,
1071,3425342,K,wZpEP,10
1072,3452421,E,mwzFP,
1074,3422623,I,mbHtn,
1076,32465423446,H,eNsaN,
1078,2341564,F,DQhGN,
1080,352432,C,Qzata,
1082,352432,C,Qzata,
1084,34513535,D,QApeX,
1085,355366,J,wZpEP,9
1086,2341564,F,DQhGN,
1088,355366,J,wZpEP,
1090,355366,J,wZpEP,
1092,34513535,D,QApeX,
1094,32465423446,H,eNsaN,
1096,3452421,E,mwzFP,
1099,3425342,K,wZpEP,10
1100,352432,C,Qzata,
1102,3425145,A,fJqwU,
1104,3452352352,G,tkcdq,
1106,32465423446,H,eNsaN,
1108,3422623,I,mbHtn,
1110,3422623,I,mbHtn,
1112,143153,B,KBtDu,
1113,34513535,D,QApeX,3
1114,3425145,A,fJqwU,
1116,143153,B,KBtDu,
1120,3425145,A,fJqwU,
1122,2341564,F,DQhGN,
1124,355366,J,wZpEP,
1126,3425342,K,wZpEP,
1127,3425145,A,fJqwU,0
1128,3422623,I,mbHtn,
1130,3425145,A,fJqwU,
1134,355366,J,wZpEP,
1136,3452352352,G,tkcdq,
1140,143153,B,KBtDu,
1141,3425145,A,fJqwU,0
1142,3422623,I,mbHtn,
1144,32465423446,H,eNsaN,
1146,3452352352,G,tkcdq,
1148,3425145,A,fJqwU,
1150,3422623,I,mbHtn,
1152,3452352352,G,tkcdq,
1154,352432,C,Qzata,
1155,3425145,A,fJqwU,0
1156,32465423446,H,eNsaN,
1158,3425342,K,wZpEP,
1160,3422623,I,mbHtn,
1162,352432,C,Qzata,
1164,3425145,A,fJqwU,
1166,143153,B,KBtDu,
1168,34513535,D,QApeX,
1169,3452421,E,mwzFP,4
1170,352432,C,Qzata,
1172,352432,C,Qzata,
1174,3452421,E,mwzFP,
1176,3452352352,G,tkcdq,
1178,3452421,E,mwzFP,
1180,3452352352,G,tkcdq,
1182,352432,C,Qzata,
1183,,,,8
1184,3452421,E,mwzFP,
1186,3452352352,G,tkcdq,
1188,3422623,I,mbHtn,
1192,143153,B,KBtDu,
1194,143153,B,KBtDu,
1196,3425145,A,fJqwU,
1197,3422623,I,mbHtn,8
1198,3452352352,G,tkcdq,
1200,34513535,D,QApeX,
1202,3425145,A,fJqwU,
1204,3422623,I,mbHtn,
1206,3452421,E,mwzFP,
1208,3452421,E,mwzFP,
1210,3425342,K,wZpEP,
1211,3422623,I,mbHtn,8
1212,32465423446,H,eNsaN,
1214,352432,C,Qzata,
1216,3452421,E,mwzFP,
1218,3452352352,G,tkcdq,
1220,32465423446,H,eNsaN,
1224,3452352352,G,tkcdq,
1225,3422623,I,mbHtn,8
1226,34513535,D,QApeX,
1228,3452352352,G,tkcdq,
1230,352432,C,Qzata,
1232,34513535,D,QApeX,
1234,2341564,F,DQhGN,
1236,34513535,D,QApeX,
1238,3425145,A,fJqwU,
1239,,,,4
1240,2341564,F,DQhGN,
1242,3425145,A,fJqwU,
1244,34513535,D,QApeX,
1246,3452352352,G,tkcdq,
1248,355366,J,wZpEP,
1250,355366,J,wZpEP,
1252,3452421,E,mwzFP,
1253,355366,J,wZpEP,9
1254,143153,B,KBtDu,
1256,3452421,E,mwzFP,
1258,3422623,I,mbHtn,
1260,143153,B,KBtDu,
1262,34513535,D,QApeX,
1264,2341564,F,DQhGN,
1266,352432,C,Qzata,
1267,3452421,E,mwzFP,4
1270,3422623,I,mbHtn,
1272,2341564,F,DQhGN,
1274,143153,B,KBtDu,
1276,2341564,F,DQhGN,
1278,3452352352,G,tkcdq,
1280,34513535,D,QApeX,
1281,3425145,A,fJqwU,0
1282,2341564,F,DQhGN,
1284,2341564,F,DQhGN,
1286,34513535,D,QApeX,
1288,3425145,A,fJqwU,
1290,143153,B,KBtDu,
1292,3425145,A,fJqwU,
1294,3425342,K,wZpEP,
1295,32465423446,H,eNsaN,7
1296,3452352352,G,tkcdq,
1298,3425145,A,fJqwU,
1302,34513535,D,QApeX,
1304,3452352352,G,tkcdq,
1306,3452421,E,mwzFP,
1308,3452352352,G,tkcdq,
1309,3425342,K,wZpEP,10
1310,3452421,E,mwzFP,
1312,355366,J,wZpEP,
1316,2341564,F,DQhGN,
1318,3422623,I,mbHtn,
1320,355366,J,,
1322,143153,B,KBtDu,
1323,,,,6
1324,32465423446,H,eNsaN,
1326,3452421,E,mwzFP,
1328,355366,J,wZpEP,
1330,3425342,K,wZpEP,
1332,143153,B,KBtDu,
1334,3452352352,G,tkcdq,
1336,143153,B,KBtDu,
1337,143153,B,KBtDu,1
1338,3422623,I,mbHtn,
1340,352432,C,Qzata,
1342,355366,J,,
1344,3422623,I,mbHtn,
1346,34513535,D,QApeX,
1351,32465423446,H,eNsaN,7
1352,3425342,K,wZpEP,
1354,355366,J,wZpEP,
1356,3422623,I,mbHtn,
1358,3422623,I,mbHtn,
1360,34513535,D,QApeX,
1364,3425145,A,fJqwU,
1365,3425145,A,fJqwU,0
1366,3452421,E,mwzFP,
1368,3422623,I,mbHtn,
1370,34513535,D,QApeX,
1372,3452421,E,mwzFP,
1374,143153,B,KBtDu,
1376,3425342,K,wZpEP,
1378,3422623,I,mbHtn,
1379,3452421,E,mwzFP,4
1380,34513535,D,QApeX,
1382,2341564,F,DQhGN,
1384,34513535,D,QApeX,
1386,143153,B,KBtDu,
1388,3452352352,G,tkcdq,
1390,2341564,F,DQhGN,
1393,143153,B,KBtDu,1
1394,34513535,D,QApeX,
1396,3422623,I,mbHtn,
1398,2341564,F,DQhGN,
1400,352432,C,Qzata,
1404,355366,J,wZpEP,
1406,352432,C,Qzata,
1407,355366,J,wZpEP,9
1408,143153,B,KBtDu,
1410,3425342,K,wZpEP,
1412,3425342,K,wZpEP,
1414,2341564,F,DQhGN,
1418,355366,J,,
1420,32465423446,H,eNsaN,
1421,143153,B,KBtDu,1
1422,3425342,K,wZpEP,
1424,3425145,A,fJqwU,
1426,3425145,A,fJqwU,
1428,355366,J,wZpEP,
1430,2341564,F,DQhGN,
1432,34513535,D,QApeX,
1434,3422623,I,mbHtn,
1435,3452352352,G,tkcdq,6
1438,3452352352,G,tkcdq,
1440,352432,C,Qzata,
1442,3452421,E,mwzFP,
1444,2341564,F,DQhGN,
1446,143153,B,KBtDu,
1448,3422623,I,mbHtn,
1449,3422623,I,mbHtn,8
1450,355366,J,wZpEP,
1452,3452421,E,mwzFP,
1454,3452352352,G,tkcdq,
1456,32465423446,H,eNsaN,
1458,2341564,F,DQhGN,
1460,143153,B,KBtDu,
1462,34513535,D,QApeX,
1463,2341564,F,DQhGN,5
1464,3452352352,G,tkcdq,
1466,3425342,K,wZpEP,
1470,3452421,E,mwzFP,
1474,143153,B,KBtDu,
1476,3452352352,G,tkcdq,
1477,143153,B,KBtDu,1
1478,32465423446,H,eNsaN,
1482,2341564,F,DQhGN,
1486,2341564,F,DQhGN,
1490,3425145,A,fJqwU,
1491,143153,B,KBtDu,1
1492,355366,J,wZpEP,
1494,143153,B,KBtDu,
1496,143153,B,KBtDu,
1498,3452421,E,mwzFP,
1500,3425145,A,fJqwU,
1502,3425342,K,wZpEP,
1504,3425342,K,wZpEP,
1505,352432,C,Qzata,2
1506,2341564,F,DQhGN,
1508,3422623,I,mbHtn,
1510,3422623,I,mbHtn,
1512,2341564,F,DQhGN,
1514,3452421,E,mwzFP,
1516,3425145,A,fJqwU,
1518,355366,J,wZpEP,
1519,2341564,F,DQhGN,5
1520,143153,B,KBtDu,
1522,3425342,K,wZpEP,
1524,352432,C,Qzata,
1526,2341564,F,DQhGN,
1528,3422623,I,mbHtn,
1530,143153,B,KBtDu,
1532,3425342,K,wZpEP,
1533,355366,J,wZpEP,9
1534,3425342,K,wZpEP,
1536,143153,B,KBtDu,
1538,3452421,E,mwzFP,
1540,143153,B,KBtDu,
1542,2341564,F,DQhGN,
1544,2341564,F,DQhGN,
1547,355366,J,,9
1548,355366,J,,
1550,32465423446,H,eNsaN,
1552,3425342,K,wZpEP,
1554,3425342,K,wZpEP,
1556,32465423446,H,eNsaN,
1558,352432,C,Qzata,
1560,3452421,E,mwzFP,
1561,3425342,K,wZpEP,10
1562,3452352352,G,tkcdq,
1564,2341564,F,DQhGN,
1566,34513535,D,QApeX,
1568,3422623,I,mbHtn,
1570,352432,C,Qzata,
1572,3452421,E,mwzFP,
1574,3425145,A,fJqwU,
1575,3425342,K,wZpEP,10
1576,34513535,D,QApeX,
1578,3422623,I,mbHtn,
1580,3425145,A,fJqwU,
1582,32465423446,H,eNsaN,
1584,3452421,E,mwzFP,
1588,143153,B,KBtDu,
1589,352432,C,Qzata,2
1590,355366,J,wZpEP,
1592,352432,C,Qzata,
1594,32465423446,H,eNsaN,
1596,3422623,I,mbHtn,
1598,143153,B,KBtDu,
1600,3452421,E,mwzFP,
1602,3425145,A,fJqwU,
1603,355366,J,wZpEP,9
1604,3452421,E,mwzFP,
1606,3422623,I,mbHtn,
1608,3452352352,G,tkcdq,
1610,32465423446,H,eNsaN,
1612,3425342,K,wZpEP,
1614,355366,J,wZpEP,
1616,143153,B,KBtDu,
1617,355366,J,wZpEP,9
1618,2341564,F,DQhGN,
1620,3425145,A,fJqwU,
1622,34513535,D,QApeX,
1624,3425145,A,fJqwU,
1626,3422623,I,mbHtn,
1628,355366,J,wZpEP,
1630,2341564,F,DQhGN,
1631,2341564,F,DQhGN,5
1634,3425342,K,wZpEP,
1636,3452352352,G,tkcdq,
1640,3425145,A,fJqwU,
1642,355366,J,wZpEP,
1644,3452352352,G,tkcdq,
1645,355366,J,wZpEP,9
1648,3425342,K,wZpEP,
1650,352432,C,Qzata,
1652,3422623,I,mbHtn,
1654,143153,B,KBtDu,
1656,3422623,I,mbHtn,
1658,143153,B,KBtDu,
1659,3452421,E,mwzFP,4
1660,143153,B,KBtDu,
1662,352432,C,Qzata,
1664,3452421,E,mwzFP,
1666,3452421,E,mwzFP,
1668,3425342,K,wZpEP,
1670,34513535,D,QApeX,
1672,352432,C,Qzata,
1673,3425342,K,,10
1674,355366,J,wZpEP,
1676,3452421,E,mwzFP,
1680,2341564,F,DQhGN,
1682,3425342,K,wZpEP,
1684,32465423446,H,eNsaN,
1686,3452421,E,mwzFP,
1687,2341564,F,DQhGN,5
1688,32465423446,H,eNsaN,
1690,143153,B,KBtDu,
1692,34513535,D,QApeX,
1694,352432,C,Qzata,
1696,3452352352,G,tkcdq,
1698,34513535,D,QApeX,
1700,2341564,F,DQhGN,
1701,,,,0
1702,32465423446,H,eNsaN,
1704,352432,C,Qzata,
1706,143153,B,KBtDu,
1708,3452421,E,mwzFP,
1710,355366,J,wZpEP,
1712,352432,C,Qzata,
1714,3452421,E,mwzFP,
1715,2341564,F,DQhGN,5
1716,3452421,E,mwzFP,
1718,3452421,E,mwzFP,
1720,2341564,F,DQhGN,
1722,3425145,A,fJqwU,
1724,3452352352,G,tkcdq,
1726,3452421,E,mwzFP,
1728,352432,C,Qzata,
1729,32465423446,H,eNsaN,7
1732,355366,J,wZpEP,
1734,2341564,F,DQhGN,
1736,2341564,F,DQhGN,
1738,3425145,A,fJqwU,
